Sample #,Date,Start Time,Sample Temp (C),Sample Pressure (kPa),Relative Humidity (%),Mean Free Path (m),Gas Viscosity (Pa*s),Diameter Midpoint (nm),6.15,6.38,6.61,6.85,7.10,7.37,7.64,7.91,8.20,8.51,8.82,9.14,9.47,9.82, 10.2, 10.6, 10.9, 11.3, 11.8, 12.2, 12.6, 13.1, 13.6, 14.1, 14.6, 15.1, 15.7, 16.3, 16.8, 17.5, 18.1, 18.8, 19.5, 20.2, 20.9, 21.7, 22.5, 23.3, 24.1, 25.0, 25.9, 26.9, 27.9, 28.9, 30.0, 31.1, 32.2, 33.4, 34.6, 35.9, 37.2, 38.5, 40.0, 41.4, 42.9, 44.5, 46.1, 47.8, 49.6, 51.4, 53.3, 55.2, 57.3, 59.4, 61.5, 63.8, 66.1, 68.5, 71.0, 73.7, 76.4, 79.1, 82.0, 85.1, 88.2, 91.4, 94.7, 98.2,101.8,105.5,109.4,113.4,117.6,121.9,126.3,131.0,135.8,140.7,145.9,151.2,156.8,162.5,168.5,174.7,181.1,187.7,194.6,201.7,209.1,216.7,Scan Time (s),Retrace Time (s),Scan Resolution (Hz),Scans Per Sample,Sheath Flow (L/min),Aerosol Flow (L/min),Bypass Flow (L/min),Low Voltage (V),High Voltage (V),Lower Size (nm),Upper Size (nm),Density (g/cm³),td + 0.5 (s),tf (s),D50 (nm),Neutralizer Status ,Median (nm),Mean (nm),Geo. Mean (nm),Mode (nm),Geo. Std. Dev.,Total Conc. (#/cm³),Title,User Name,Sample ID,Instrument ID,Lab ID,Leak Test and Leakage Rate,Instrument Errors,Comment
866,12/12/2019,10:09:04,16.9,99.3,62.9,6.68595e-008,1.80318e-005,,1162.791,880.095,759.764,797.289,906.372,840.661,1100.900,872.195,833.603,891.954,807.149,752.829,887.590,697.917,678.499,887.780,863.069,838.480,826.072,888.879,949.488,896.982,977.637,1011.669,1049.792,923.955,835.221,797.996,788.951,826.265,821.512,782.696,849.540,776.450,881.333,925.084,891.680,956.495,804.105,652.698,918.855,1023.262,885.947,729.841,847.005,869.311,906.119,939.326,964.735,967.950,815.082,694.438,695.931,631.892,950.418,919.725,728.322,672.761,1062.404,975.043,815.451,713.350,838.261,961.967,827.637,765.139,682.704,633.934,668.950,624.080,649.182,973.024,759.485,778.779,790.035,820.482,747.057,657.919,982.830,751.402,727.435,878.482,803.576,796.222,715.405,684.182,635.172,685.514,702.012,661.138,670.580,543.405,695.577,736.694,825.227,746.777,746.071,727.287,899.471,653.533,50,8,50,1,15.000,0.100,0.00,10.23,9826.21,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.568,27.512,15.802,6.153,2.518,1.296120e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
867,12/12/2019,10:10:24,16.9,99.3,62.9,6.68595e-008,1.80318e-005,,828.024,768.440,730.821,787.631,949.710,957.458,805.223,945.318,872.468,833.739,941.947,937.194,772.691,836.813,873.106,910.953,819.767,854.640,1199.768,979.309,1080.904,962.891,1297.248,1168.085,965.061,1134.462,925.532,797.963,716.496,758.942,797.208,867.016,725.534,697.837,787.708,657.950,660.096,641.539,808.671,686.923,664.937,801.579,761.777,766.318,670.011,829.996,914.338,700.195,719.123,916.746,890.598,760.862,747.562,951.248,750.453,807.965,880.117,1032.210,848.874,791.040,648.311,1252.817,1079.929,988.195,843.334,749.998,582.224,612.812,716.228,783.414,739.943,780.271,764.769,727.897,687.838,709.044,697.117,722.196,843.493,699.603,759.648,1485.942,1638.038,1002.282,838.443,810.405,873.926,705.630,776.045,703.738,697.153,621.974,626.377,582.134,542.742,764.745,723.598,631.513,605.588,658.303,50,8,50,1,15.000,0.100,0.00,10.23,9826.21,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.776,27.862,16.056,6.153,2.516,1.293767e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
868,12/12/2019,10:11:44,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,791.441,678.841,809.689,1123.970,1133.044,850.663,752.018,689.194,928.859,884.459,1143.675,866.188,1139.238,1022.299,1064.121,790.553,761.975,769.933,736.554,823.564,849.852,885.479,917.732,909.891,894.011,809.801,751.898,750.005,708.857,725.501,756.786,964.532,796.540,795.573,693.235,636.769,778.398,970.924,756.690,764.364,990.421,903.264,754.773,806.016,947.274,959.647,905.023,844.756,979.288,941.874,751.270,859.943,884.307,728.979,768.132,1120.007,854.449,727.589,708.177,643.670,733.923,822.347,797.875,714.861,670.589,672.629,654.735,723.503,760.140,724.917,637.089,625.574,668.936,714.779,691.213,616.201,666.921,838.279,738.118,690.127,841.138,740.011,692.969,618.484,582.619,571.913,691.400,574.136,748.443,701.868,690.342,574.362,589.080,567.189,587.116,702.092,855.858,767.192,891.286,858.868,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.042,26.976,15.561,6.854,2.487,1.273582e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
869,12/12/2019,10:13:04,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,897.505,853.626,869.565,893.485,780.723,816.863,864.744,727.302,813.120,1037.714,860.411,770.448,683.483,690.151,1024.640,1106.588,1099.034,984.734,839.149,729.806,664.291,779.955,843.189,814.586,1131.438,1012.436,1136.634,903.849,1044.905,904.971,681.737,766.139,625.487,607.503,672.535,1206.063,852.976,916.814,742.967,791.056,794.210,741.511,627.447,620.742,639.677,640.614,600.601,832.050,865.583,766.355,585.286,824.009,849.032,656.789,709.857,899.728,620.607,879.598,707.004,794.084,811.499,694.912,651.572,810.422,772.354,853.562,765.098,630.685,703.816,1004.037,966.055,668.928,663.615,577.154,675.184,719.660,807.391,770.268,938.991,771.879,819.876,886.265,981.116,823.254,711.978,879.379,878.677,702.874,704.173,747.886,684.356,645.695,674.954,734.322,585.329,579.227,632.796,527.149,648.742,701.435,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.318,27.374,15.753,6.153,2.508,1.256510e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
870,12/12/2019,10:14:24,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,970.501,1594.149,1137.594,844.160,708.092,713.097,676.061,707.439,722.919,690.517,733.742,818.839,838.692,882.094,854.483,829.029,826.264,1128.258,1035.387,853.490,684.671,968.400,801.199,804.130,816.384,852.012,1110.733,967.256,830.738,778.064,870.520,772.771,991.508,801.918,772.468,693.761,722.022,843.335,799.432,1088.666,725.838,806.661,831.922,800.054,880.490,799.740,699.396,614.176,692.489,672.661,608.035,634.541,813.239,776.011,902.026,849.924,742.597,732.805,742.494,666.738,827.168,688.938,968.142,922.612,796.058,774.797,740.802,665.473,764.087,704.407,643.945,613.392,687.376,631.794,604.686,635.926,604.338,620.428,685.627,670.685,697.019,667.309,644.112,647.544,609.684,674.444,748.681,729.241,850.119,737.552,661.872,539.945,582.634,1167.698,765.230,925.284,654.526,640.012,805.024,727.004,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.234,26.928,15.309,6.378,2.516,1.278239e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
871,12/12/2019,10:15:44,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,839.609,1006.524,1012.048,952.424,989.056,983.230,799.932,795.998,1013.715,784.145,1097.036,1206.448,1072.275,1040.264,997.729,914.106,1138.182,898.195,911.412,794.862,1067.326,1119.282,980.133,1037.962,935.726,823.990,757.336,962.825,1059.065,895.683,803.908,715.259,686.987,833.198,725.638,711.087,842.564,932.135,925.562,881.035,764.930,929.220,1018.073,909.516,799.707,708.744,768.853,771.587,757.537,712.967,846.511,1004.457,746.910,695.005,658.243,707.035,850.367,805.982,864.092,818.708,781.625,813.775,834.585,738.351,760.039,720.325,624.078,829.942,831.825,708.331,728.061,786.771,737.370,867.669,787.215,843.681,1093.363,819.745,783.398,791.800,665.828,712.879,766.702,648.370,669.917,654.608,668.390,735.159,797.543,656.621,711.881,772.953,789.418,661.533,638.831,661.365,667.185,666.165,596.201,582.964,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,10.981,26.092,15.221,6.378,2.456,1.359839e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
872,12/12/2019,10:17:04,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,843.344,782.369,928.609,805.501,917.331,816.528,865.837,740.576,703.286,785.048,1003.870,1102.200,963.879,913.542,1292.961,1081.316,930.567,800.802,762.399,683.668,700.530,739.376,784.319,724.127,698.272,1027.311,989.576,792.304,807.382,893.809,777.061,995.314,862.269,973.814,887.193,791.017,692.484,738.022,978.810,1004.660,857.323,779.132,793.854,1539.250,969.558,816.419,1153.578,747.969,865.234,745.948,684.175,664.908,846.053,944.534,746.522,772.771,909.661,764.728,694.917,697.507,689.531,707.896,929.858,845.353,666.428,652.500,624.771,643.839,822.227,743.773,675.749,632.744,1420.110,948.633,632.252,722.651,762.200,880.736,854.533,702.740,760.164,686.182,1023.766,970.996,723.441,919.920,812.609,693.621,634.079,645.477,580.773,598.547,604.192,586.354,654.810,600.958,545.957,593.660,755.888,622.421,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.223,27.197,15.871,6.153,2.488,1.281948e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
873,12/12/2019,10:18:24,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,887.163,1147.968,1044.454,924.102,862.926,736.927,758.073,796.783,755.711,832.817,882.473,821.407,783.702,809.217,842.576,893.666,1199.082,923.475,827.427,943.422,1189.126,1049.759,1293.249,1093.835,871.056,1071.793,996.939,1036.999,1033.130,852.005,955.784,1292.180,970.237,892.152,812.758,831.525,943.919,993.235,800.203,917.466,887.077,822.190,1025.465,916.645,810.234,808.951,843.602,1054.776,1005.145,946.704,821.581,756.349,779.730,774.180,865.372,1007.190,836.432,943.582,881.565,821.510,777.139,1324.848,898.304,777.593,797.099,772.966,782.849,808.233,681.603,694.465,780.611,902.615,875.080,736.643,698.337,1267.190,1094.548,865.329,682.065,769.621,792.655,819.004,713.427,780.238,645.631,613.197,658.400,746.189,690.219,850.642,904.295,902.953,699.799,746.945,837.279,682.482,634.895,772.738,766.122,650.496,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,12.048,27.529,16.011,6.378,2.496,1.366630e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
874,12/12/2019,10:19:44,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,847.168,742.851,700.611,740.655,847.526,723.182,877.964,844.352,800.477,864.206,1010.799,1128.124,1034.847,953.680,827.636,759.815,928.741,806.629,969.363,993.261,946.373,1455.749,1356.741,1125.585,930.892,951.668,1166.370,2452.381,1337.563,1127.830,994.988,931.347,892.781,813.738,780.165,770.495,917.376,974.032,902.947,1074.545,897.067,1118.073,806.283,747.859,650.845,845.287,859.775,1015.584,900.225,858.652,745.736,778.898,867.693,851.111,916.905,991.049,1027.853,808.444,714.993,824.079,952.024,956.222,823.548,685.160,847.034,857.264,859.141,968.784,733.366,837.022,866.034,749.202,695.081,783.072,903.595,782.015,1052.541,810.617,939.921,858.993,1087.418,998.604,910.014,818.842,816.462,1127.855,917.549,839.650,907.789,1591.637,1632.044,925.513,755.586,624.071,643.528,748.463,608.465,538.627,624.311,596.192,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,12.825,28.771,16.742,6.153,2.507,1.383963e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
875,12/12/2019,10:21:04,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,1028.813,1037.897,1056.368,827.527,706.416,842.038,772.564,792.232,937.956,1034.745,1112.806,821.637,824.731,784.314,806.540,694.000,774.361,906.430,891.155,782.581,828.047,794.555,976.800,1002.478,867.858,820.235,854.893,904.860,743.670,818.316,820.372,876.884,926.151,1008.567,986.636,978.085,981.886,872.691,809.962,900.272,811.770,1004.119,869.398,1127.388,1056.688,844.558,906.352,1113.128,1100.209,892.759,736.694,901.962,858.102,836.824,873.776,942.513,872.597,963.985,891.140,875.714,809.741,775.569,760.709,644.800,861.208,994.133,717.598,797.563,756.882,866.371,719.887,730.433,860.095,1071.628,932.944,966.292,1001.555,939.760,641.972,871.798,800.965,763.713,736.291,924.743,711.653,714.780,802.095,628.380,715.108,713.041,931.885,788.674,663.613,594.034,603.966,583.739,582.547,556.208,568.586,569.538,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.597,27.218,15.896,6.153,2.502,1.324493e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
876,12/12/2019,10:22:24,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,1077.457,1169.364,1122.984,992.877,950.508,816.542,930.840,951.973,849.196,907.759,929.063,807.092,773.593,885.424,819.442,836.360,867.788,806.354,837.778,781.171,1003.255,816.837,724.838,721.112,738.672,1161.676,892.147,794.927,886.082,848.861,749.147,1035.990,868.124,956.839,812.402,700.979,1005.661,1049.607,1013.841,1151.381,876.441,765.221,727.647,831.578,899.516,1353.494,1001.569,1051.525,932.588,738.102,794.457,843.575,1019.016,1029.353,926.694,938.515,1748.356,1956.906,1573.853,958.973,774.725,716.843,799.636,830.200,954.285,817.479,815.256,660.798,787.981,1139.134,926.346,894.691,821.276,777.563,729.671,716.478,664.071,754.399,705.630,696.299,814.583,792.853,1218.179,1015.632,771.926,697.780,674.234,1665.300,1066.619,915.297,791.777,733.597,785.183,870.844,812.087,694.424,697.606,684.901,722.991,658.749,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.503,28.340,16.141,6.378,2.570,1.392408e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
877,12/12/2019,10:23:44,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,1121.024,1165.925,1200.914,941.464,876.676,783.300,922.446,871.956,846.547,853.349,929.002,1095.214,1004.916,835.156,850.277,856.627,976.663,943.779,991.716,759.797,741.539,894.011,936.181,899.523,825.246,748.242,799.443,785.930,1009.420,810.367,740.465,944.203,875.473,727.979,746.591,843.389,886.328,1009.558,873.021,810.953,793.783,1015.835,1023.078,937.761,854.873,864.595,784.686,773.091,745.801,921.059,857.179,761.039,734.057,668.184,1042.305,879.976,903.271,717.614,655.051,679.770,911.482,817.127,791.769,955.789,967.227,912.145,913.978,938.345,757.446,1776.286,1070.136,797.072,925.336,921.862,1031.166,918.283,762.675,774.518,856.703,1080.783,822.717,794.362,779.384,695.989,651.156,673.217,571.825,987.835,822.980,709.731,1114.369,875.166,750.249,1101.750,853.285,790.447,616.403,761.430,638.535,562.421,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.093,27.802,15.731,6.153,2.560,1.375634e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
878,12/12/2019,10:25:04,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,728.301,804.440,849.550,863.155,1019.910,1012.177,859.761,860.635,762.978,816.784,934.364,900.919,897.940,966.387,943.447,1193.371,956.779,1052.705,955.646,928.249,948.696,850.429,931.949,1031.803,845.422,989.755,1040.672,1193.447,1081.475,948.511,896.978,1085.152,1020.154,917.320,714.221,799.014,1111.439,1008.679,1006.478,823.589,856.381,853.963,870.428,860.787,975.885,923.532,878.001,1035.014,951.794,976.695,1017.004,977.876,948.400,872.841,827.886,889.565,1103.127,936.229,876.231,800.334,815.875,682.957,714.982,835.443,1112.585,813.725,925.464,823.150,702.392,872.211,962.409,888.599,739.126,713.170,753.104,654.886,862.807,969.897,704.223,730.543,928.728,931.505,1167.491,836.815,915.529,816.675,972.556,730.875,734.504,764.364,1011.996,829.454,789.557,805.111,821.177,813.060,648.799,627.993,617.809,654.283,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.927,28.123,16.350,7.105,2.506,1.368077e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
879,12/12/2019,10:26:24,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,1069.107,1102.828,975.139,1043.541,922.142,785.262,849.912,881.945,981.380,916.040,1028.907,943.253,946.990,947.636,893.443,886.808,973.393,1005.313,994.320,994.284,1110.282,1128.891,1061.397,1011.886,940.061,957.977,873.424,822.041,851.356,770.226,676.782,811.236,978.204,810.694,726.967,790.466,916.539,871.303,856.038,978.699,770.257,837.585,1118.687,869.983,849.432,1173.687,957.546,969.810,933.683,1279.452,1119.104,1064.504,890.506,984.962,827.892,969.244,1029.198,1134.745,943.604,858.648,857.637,965.265,816.714,777.094,785.838,724.171,1075.812,990.483,832.693,708.637,877.313,1009.402,790.035,797.136,824.116,1091.190,815.666,833.730,1320.502,1319.657,1013.980,891.373,1141.304,859.662,1098.739,827.994,748.428,904.671,894.687,662.051,817.025,829.476,900.446,922.168,848.992,816.915,697.474,585.887,550.779,661.291,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.563,28.069,16.068,6.153,2.547,1.425430e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
880,12/12/2019,10:27:44,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,867.958,957.197,924.179,1070.687,995.181,1014.843,849.190,1005.979,885.820,854.851,1185.796,1027.793,822.930,917.251,994.293,905.543,769.426,849.059,982.938,1034.411,964.094,955.134,836.173,1030.825,1043.216,1010.496,1070.630,1079.379,1260.427,980.741,874.721,773.038,1208.914,919.912,812.342,808.615,938.636,798.987,982.995,948.756,876.091,2318.207,1629.649,1179.642,1072.750,844.497,824.087,978.485,909.243,854.457,834.067,991.882,1232.667,1020.103,871.728,1010.304,1045.480,1026.563,956.336,909.864,1226.836,1311.788,927.139,977.220,1130.618,1077.111,789.203,1067.828,995.098,897.976,1001.035,825.557,848.251,892.762,796.469,887.986,894.729,749.681,900.410,821.531,826.268,872.620,704.947,880.005,1069.675,734.090,725.217,651.174,677.200,846.772,755.727,800.623,780.141,725.555,981.890,778.046,791.960,720.209,704.287,761.855,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,12.026,27.856,16.295,6.378,2.503,1.454236e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
881,12/12/2019,10:29:04,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,915.071,1076.034,1195.747,1117.905,999.238,1180.455,1133.960,1043.190,973.166,936.670,917.296,955.298,892.448,1013.515,1054.622,991.963,972.279,1043.377,940.397,847.428,885.067,960.625,1308.448,1248.721,963.221,855.956,761.396,1115.138,1043.739,1199.168,884.083,882.771,1007.882,877.164,1414.043,1947.579,1264.510,1204.337,1160.975,1034.872,997.446,1165.969,1031.224,1140.125,976.265,932.860,856.765,792.180,907.893,961.412,876.044,849.283,900.308,914.572,861.774,778.086,1143.986,959.249,921.533,976.935,1125.671,958.028,918.451,846.934,954.131,972.175,929.365,1047.326,992.790,1091.846,829.829,769.610,757.595,891.265,824.511,806.843,805.687,875.126,904.065,927.006,928.385,1049.304,957.835,926.996,923.058,762.868,914.511,699.833,1094.802,867.018,790.628,844.949,760.060,687.039,705.850,783.800,1020.079,1026.094,832.963,839.747,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.554,27.521,15.883,6.612,2.508,1.529771e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
882,12/12/2019,10:30:24,16.9,99.3,62.9,6.68595e-008,1.80318e-005,,847.578,1551.440,1044.757,1146.555,1031.449,1094.038,1241.705,1036.503,988.073,912.767,818.889,911.588,1045.711,987.733,910.040,958.136,1045.994,1079.956,977.226,998.750,1364.717,1671.583,1236.017,1141.050,1188.049,1202.663,1280.436,1054.156,906.387,1055.818,920.059,935.696,1001.205,1063.535,906.443,933.469,1112.949,1121.373,1004.125,949.039,1238.939,1338.565,940.941,886.767,826.164,873.598,921.568,992.827,955.596,1047.466,936.798,887.309,1131.971,1018.417,987.537,1091.040,1130.120,1103.321,828.504,768.563,818.931,774.439,829.303,984.224,830.777,1243.702,1006.399,899.311,806.419,808.718,942.856,996.526,1254.397,1124.408,987.071,979.094,842.500,737.591,778.048,861.433,921.228,956.024,1061.138,884.910,858.071,879.739,981.511,882.710,783.618,879.453,725.116,825.681,800.581,793.006,705.879,712.444,892.091,958.013,2263.532,1297.025,50,8,50,1,15.000,0.100,0.00,10.23,9826.21,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.752,28.252,15.928,6.378,2.545,1.584071e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
883,12/12/2019,10:31:44,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,907.343,973.864,908.903,1133.764,987.548,1155.612,1082.888,1165.749,1064.824,1087.140,1430.329,1105.243,1223.384,1162.759,1205.333,1122.839,1067.917,1138.623,1453.828,999.787,1076.990,1601.223,1151.476,924.017,1123.238,1229.083,967.158,1028.922,1091.243,968.686,979.952,926.823,1020.745,1083.345,1209.607,1040.710,1263.432,953.029,1268.688,1133.273,1024.673,1072.149,1072.204,953.468,1036.490,1195.720,1069.449,887.660,1042.887,1021.678,1047.825,1012.783,924.886,1452.099,1266.335,1131.434,1000.100,1136.816,921.119,916.671,950.060,1525.524,1182.357,900.466,852.264,1048.826,973.092,1160.004,1237.493,1072.927,1006.196,888.014,831.072,856.419,791.788,867.242,991.621,1193.037,1053.153,944.415,840.907,711.549,921.289,856.536,781.701,798.363,723.500,757.758,697.883,826.459,801.246,941.605,1237.335,1236.716,1077.779,981.077,777.146,794.979,821.349,773.585,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.635,27.436,15.994,6.854,2.484,1.625250e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
884,12/12/2019,10:33:04,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,889.907,853.409,956.738,905.219,975.997,1158.395,1024.312,943.869,921.862,1172.396,1125.808,1222.970,1161.698,969.166,1176.765,978.191,1137.156,1308.432,1340.784,1060.214,1233.486,1216.752,1043.333,1218.647,943.583,1146.574,963.669,923.996,1239.127,1143.126,1011.040,1013.824,1039.765,1056.421,958.449,784.181,808.028,889.988,1062.717,951.218,995.345,1166.563,1022.350,869.670,1042.608,1087.838,905.730,1012.649,944.318,921.285,1066.928,1057.770,1037.255,1195.507,1088.017,969.449,930.155,990.024,886.876,970.625,1109.784,1180.807,967.663,979.786,854.063,921.712,1030.936,1150.922,891.927,946.568,786.607,688.911,827.575,905.796,1080.109,962.562,874.815,958.144,952.907,1036.430,1036.048,933.095,860.463,788.379,919.171,960.725,931.901,867.768,801.827,1022.727,942.548,1055.103,1074.885,969.750,865.838,820.809,916.145,909.617,939.252,956.727,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,11.752,28.345,16.269,6.153,2.521,1.549509e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
885,12/12/2019,10:34:24,16.9,99.2,62.9,6.69269e-008,1.80318e-005,,1064.062,1040.545,1067.893,1148.245,1236.907,1322.825,1243.548,1051.319,936.099,964.669,993.129,1150.288,1022.598,1257.306,1137.868,1136.493,1298.437,1242.350,1062.270,1125.996,1183.699,1710.083,1561.572,1467.558,1135.301,1446.312,1163.688,1084.002,1300.599,1129.430,1048.612,1164.382,1081.104,1029.910,1032.172,1229.657,1378.852,1272.695,1106.725,1071.900,1134.907,1094.350,1225.861,1252.928,1422.087,1176.465,1114.972,1091.458,1149.563,1188.239,1073.210,907.184,880.342,898.383,951.050,971.802,1331.312,1168.770,1105.142,1044.217,1106.878,1006.957,892.424,930.951,945.608,1674.899,1161.532,972.595,1132.884,945.274,1033.325,1015.779,869.662,1050.098,1250.271,938.282,1065.469,956.207,1013.329,1006.914,1020.717,1072.681,1039.236,961.724,975.778,913.100,941.757,1104.926,1007.329,966.060,904.223,1049.861,911.103,934.381,955.176,978.991,997.828,1190.570,1375.406,1101.085,50,8,50,1,15.000,0.100,0.00,10.22,9821.48,6.04,220.7,1.000,3.98,1.64,1.22e+03,ON,12.023,28.293,16.227,6.153,2.522,1.721917e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
